order,ncr_id,source_dataset,map_status,combined_into,entity_name,rendered_shortest,current_shortest,current_short,current_normal,tier,shortest_type,shortest_source,shortest_source_url,acronym,acronym_source,area_aliases,parent_org,region,roles,org_type,weight,issues,collision_ids,nearby_collision_ids
"2122","NCR11990","geocoded","published",,"Miller Bros. Solar, LLC","MB","Miller Bros","Miller Bros. Solar","Miller Bros. Solar","normal",,,,"Miller Bros Solar","official_website","[]",,"MRO","[""GOP""]","merchant","2","[]","[]","[]"
"2123","NCR12279","geocoded","published",,"Milligan Wind Farm, LLC","Milligan","Milligan","Milligan Wind Farm","Milligan Wind Farm","normal",,,,"Milligan Wind","common_market_name","[]","EDF Renewables","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2124","NCR13107","geocoded","published",,"MN8 Solutions","MN8","MN8","MN8 Solutions","MN8 Solutions","normal",,,,"MN8","official_website","[]",,"NPCC","[""GOP""]","merchant","2","[]","[]","[]"
"2125","NCR11697","geocoded","published",,"Moapa Southern Paiute Solar, LLC","Moapa","Moapa","Moapa Southern Paiute Solar","Moapa Southern Paiute Solar","normal",,,,"Moapa Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2126","NCR07037","geocoded","published",,"Mohegan Tribal Utility Authority","MTUA","MTUA","Mohegan Tribal Utility Authority","Mohegan Tribal Utility Authority","normal",,,,"MTUA","name_initialism","[]",,"NPCC","[""TO""]","other","2","[]","[]","[]"
"2127","NCR13562","geocoded","published",,"Monte Cristo Windpower, LLC","MC","Monte Cristo","Monte Cristo Windpower","Monte Cristo Windpower","normal",,,,"Monte Cristo","eia_861","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2128","NCR12537","geocoded","published",,"Moonshot Solar, LLC","Moonshot","Moonshot","Moonshot Solar","Moonshot Solar","normal",,,,"Moonshot","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2129","NCR12546","geocoded","published",,"Morris Ridge Solar Energy Center, LLC","MRSEC","Morris Ridge","Morris Ridge Solar","Morris Ridge Solar Energy Center","normal",,,,"MRSEC","name_initialism","[]",,"NPCC","[""GO""]","merchant","2","[]","[]","[]"
"2130","NCR13316","geocoded","published",,"Morrow Lake Solar, LLC","ML","Morrow Lake","Morrow Lake Solar","Morrow Lake Solar","normal",,,,"Morrow Lake","eia_861","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2131","NCR13412","geocoded","published",,"MS Solar 3, LLC","MS3","MS Solar 3","MS Solar 3","MS Solar 3","normal",,,,"MS Solar 3","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2132","NCR12553","geocoded","published",,"MS Solar 5, LLC","MS5","MS Solar 5","MS Solar 5","MS Solar 5","normal",,,,"MS Solar 5","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2133","NCR13434","geocoded","published",,"MS Solar 7, LLC","MS7","MS Solar 7","MS Solar 7","MS Solar 7","normal",,,,"MS Solar 7","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2134","NCR13512","geocoded","published",,"Mt. Home Solar 1, LLC","Mt Home","Mt Home","Mt. Home Solar 1","Mt. Home Solar 1","normal",,,,"Mt Home Solar","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2135","NCR12320","geocoded","published",,"MTSun Solar LLC","MTSun","MTSun","MTSun Solar","MTSun Solar","normal",,,,"MTSun","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2136","NCR13430","geocoded","published",,"Mulberry Farm, LLC","Mulberry","Mulberry","Mulberry Farm","Mulberry Farm","normal",,,,"Mulberry","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2137","NCR13457","geocoded","published",,"Myrtle Storage, LLC","Myrtle","Myrtle","Myrtle Storage","Myrtle Storage","normal",,,,"Myrtle Storage","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2138","NCR13088","geocoded","published",,"NAES Corporation - Albemarle Beach Solar","NAES-ABS","Albemarle","Albemarle Beach Solar","Albemarle Beach Solar","normal",,,,"NAES-ABS","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2139","NCR11795","geocoded","published",,"NAES Corporation - Dighton","Dighton","Dighton","NAES Dighton","Dighton Power","normal",,,,"Dighton","name_initialism","[]",,"NPCC","[""GOP""]","merchant","2","[]","[]","[]"
"2140","NCR11306","geocoded","published",,"NAES Corporation - Ferndale","Ferndale","Ferndale","NAES Ferndale","Ferndale Generating Station","normal",,,,"NAES Ferndale","name_initialism","[]",,"WECC","[""GOP""]",,"2","[]","[]","[]"
"2141","NCR12472","geocoded","published",,"NAES Corporation - Holloman Solar","Holloman","Holloman","NAES Holloman Solar","Holloman Solar","normal",,,,"NAES-Holloman","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2142","NCR11017","geocoded","published",,"NAES Corporation - Lawrence","Lawrence","Lawrence","NAES Lawrence","Lawrence Energy Center","normal",,,,"NAES Lawrence","name_initialism","[]",,"RF","[""GOP""]",,"2","[]","[]","[]"
"2143","NCR12473","geocoded","published",,"NAES Corporation - Ranchland Solar","RNCHLN","Ranchland","NAES Ranchland Solar","Ranchland Solar","normal",,,,"NAES-Ranchland","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2144","NCR11728","geocoded","published",,"NAES Corporation - Wabash River Highland","Wabash","Wabash","NAES Wabash River","Wabash River Highland","normal",,,,"NAES Wabash River","name_initialism","[]",,"RF","[""GOP""]",,"2","[]","[]","[]"
"2145","NCR11018","geocoded","published",,"NAES Corporation - Worthington","WRTHNG","Worthington","NAES Worthington","Worthington Generating Station","normal",,,,"NAES Worthington","name_initialism","[]",,"RF","[""GOP""]",,"2","[]","[]","[]"
"2146","NCR13451","geocoded","published",,"NARENCO","NARENCO","NARENCO","NARENCO","NARENCO","normal",,,,"NARENCO","official_website","[]",,"SERC","[""GOP""]",,"2","[]","[]","[]"
"2147","NCR13560","geocoded","published",,"NC 102 Project, LLC","NC 102","NC 102","NC 102 Project","NC 102 Project","normal",,,,"NC 102","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2148","NCR00130","geocoded","published",,"Neptune Regional Transmission System, LLC","Neptune","Neptune","Neptune Regional Transmission","Neptune Regional Transmission System","normal",,,,"Neptune","common_market_name","[]",,"NPCC","[""TO""]","other","2","[]","[]","[]"
"2149","NCR13274","geocoded","published",,"Nestlewood Solar I LLC","NSTLWD","Nestlewood","Nestlewood Solar I","Nestlewood Solar I","normal",,,,"Nestlewood","common_market_name","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2150","NCR13508","geocoded","published",,"New Britain - Generate NB Fuel Cells, LLC","GenNB","GenNB","Generate NB Fuel Cells","Generate NB Fuel Cells","normal",,,,"GenNB","name_initialism","[]",,"NPCC","[""GO""]","merchant","2","[]","[]","[]"
"2151","NCR11526","geocoded","published",,"Newark Energy Center, LLC","Newark","Newark","Newark Energy Center","Newark Energy Center","normal",,,,"NEC","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2152","NCR12235","geocoded","published",,"Nexus Line, LLC","Nexus","Nexus","Nexus Line","Nexus Line","normal",,,,"Nexus Line","name_initialism","[]","Rainbow Energy Marketing Corporation","MRO","[""TO""]","IOU","2","[]","[]","[]"
"2153","NCR13196","geocoded","published",,"Nicolis, LLC","Nicolis","Nicolis","Nicolis","Nicolis","normal",,,,"Nicolis","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2154","NCR13559","geocoded","published",,"NM 18 II LLC","NM 18","NM 18","NM 18 II","NM 18 II","normal",,,,"NM 18 II","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2155","NCR12464","geocoded","published",,"North Fork Solar Project, LLC","NF","North Fork","North Fork Solar","North Fork Solar Project","normal",,,,"North Fork Solar","name_initialism","[]","Recurrent Energy","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2156","NCR13499","geocoded","published",,"North Johnson Energy Center, LLC","NJEC","NJEC","North Johnson Energy Center","North Johnson Energy Center","normal",,,,"NJEC","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2157","NCR11927","geocoded","published",,"North Rosamond Solar, LLC","Rosamond","Rosamond","North Rosamond Solar","North Rosamond Solar","normal",,,,"North Rosamond","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2158","NCR11684","geocoded","published",,"North Star Solar PV, LLC","NS","North Star","North Star Solar","North Star Solar","normal",,,,"North Star Solar","common_market_name","[]","DESRI","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2159","NCR11607","geocoded","published",,"Northeast Texas Electric Cooperative - HCPP","HCPP","HCPP","Northeast Texas EC HCPP","Northeast Texas Electric Cooperative HCPP","normal",,,,"HCPP","common_market_name","[]","Northeast Texas Electric Cooperative","MRO","[""GO""]","cooperative","2","[]","[]","[]"
"2160","NCR10276","geocoded","published",,"Notrees Windpower, LP","Notrees","Notrees","Notrees Windpower","Notrees Windpower","normal",,,,"Notrees","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2161","NCR12096","geocoded","published",,"NovaSource Power Services","NVSRC","NovaSource","NovaSource Power Services","NovaSource Power Services","normal",,,,"NovaSource","common_market_name","[]",,"NPCC","[""GOP""]","other","2","[]","[]","[]"
"2162","NCR12362","geocoded","published",,"Oak Trail Solar, LLC","OT","Oak Trail","Oak Trail Solar","Oak Trail Solar","normal",,,,"Oak Trail Solar","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2163","NCR13423","geocoded","published",,"Oasis Power Partners","Oasis","Oasis","Oasis Power Partners","Oasis Power Partners","normal",,,,"Oasis Wind","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2164","NCR13156","geocoded","published",,"Ocotillo Solar, LLC","Ocotillo","Ocotillo","Ocotillo Solar","Ocotillo Solar","normal",,,,"Ocotillo Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2165","NCR12355","geocoded","published",,"Onward Energy ROC LLC","Onward","Onward","Onward Energy ROC","Onward Energy ROC","normal",,,,"Onward ROC","official_website","[]","Onward Energy","MRO","[""GOP""]","merchant","2","[]","[]","[]"
"2166","NCR13201","geocoded","published",,"Orchard Windfarm, LLC","Orchard","Orchard","Orchard Windfarm","Orchard Windfarm","normal",,,,"Orchard Wind","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2167","NCR05287","geocoded","published",,"Oregon Trail Electric Consumers Cooperative","OTEC","OTEC","Oregon Trail Electric Cooperative","Oregon Trail Electric Consumers Cooperative","normal",,,,"OTEC","official_website","[]",,"WECC","[""TO""]",,"2","[]","[]","[]"
"2168","NCR13179","geocoded","published",,"Origin Wind Energy LLC","Origin","Origin","Origin Wind Energy","Origin Wind Energy","normal",,,,"Origin Wind","common_market_name","[]","Enel Green Power","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2169","NCR12161","geocoded","published",,"Origis Services, LLC","Origis","Origis","Origis Services","Origis Services","normal",,,,"Origis","official_website","[]",,"RF","[""GOP""]",,"2","[]","[]","[]"
"2170","NCR13366","geocoded","published",,"ORNI 30 LLC","ORNI","ORNI","ORNI 30","ORNI 30","normal",,,,"ORNI 30","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2171","NCR13337","geocoded","published",,"Orsted Wind Power North America, LLC","Orsted","Orsted","Orsted Wind Power North America","Orsted Wind Power North America","major",,,,"Orsted","official_website","[]","Orsted A/S","MRO","[""GOP""]","merchant","2","[]","[]","[]"
"2172","NCR12552","geocoded","published",,"Oxbow Solar Farm 1, LLC","Oxbow","Oxbow","Oxbow Solar Farm 1","Oxbow Solar Farm 1","normal",,,,"Oxbow Solar","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2173","NCR11442","geocoded","published",,"Pacific Wind","PW","Pacific Wind","Pacific Wind","Pacific Wind","normal",,,,"Pacific Wind","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2174","NCR13157","geocoded","published",,"Palmer Solar LLC","PS","Palmer Solar","Palmer Solar","Palmer Solar LLC","normal",,,,"Palmer Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2175","NCR11979","geocoded","published",,"Palmetto Plains Solar Project, LLC","Palmetto","Palmetto","Palmetto Plains Solar","Palmetto Plains Solar Project","normal",,,,"Palmetto Plains","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2176","NCR11344","geocoded","published",,"Palouse Wind, LLC","PW","Palouse Wind","Palouse Wind","Palouse Wind, LLC","normal",,,,"Palouse Wind","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2177","NCR12383","geocoded","published",,"Paris Farm Solar, LLC","Eiffel","Eiffel","Paris Farm Solar","Eiffel Solar","normal",,,,"Eiffel Solar","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2178","NCR13270","geocoded","published",,"Parliament Solar, LLC","PRLMNT","Parliament","Parliament Solar","Parliament Solar","normal",,,,"Parliament","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2179","NCR13543","geocoded","published",,"Partin Solar, LLC","Partin","Partin","Partin Solar","Partin Solar","normal",,,,"Partin Solar","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2180","NCR12412","geocoded","published",,"Pearce Renewables","Pearce","Pearce","Pearce Renewables","Pearce Renewables","normal",,,,"Pearce","official_website","[]",,"Texas RE","[""GOP""]",,"2","[]","[]","[]"
"2181","NCR13081","geocoded","published",,"Peregrine Energy Storage, LLC","PE","Peregrine ES","Peregrine Energy Storage","Peregrine Energy Storage, LLC","normal",,,,"Peregrine ES","official_website","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2182","NCR12098","geocoded","published",,"PES Remote Operations Center","PES","PES","PES Remote Operations Center","PES Remote Operations Center","normal",,,,"PES ROC","name_initialism","[]",,"Texas RE","[""GOP""]",,"2","[]","[]","[]"
"2183","NCR11346","geocoded","published",,"Petra Nova Power I LLC","PN","Petra Nova","Petra Nova Power","Petra Nova Power","normal",,,,"Petra Nova","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2184","NCR12303","geocoded","published",,"Phobos Solar, LLC","Phobos","Phobos","Phobos Solar","Phobos Solar","normal",,,,"Phobos Solar","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2185","NCR11934","geocoded","published",,"Phoebe Energy Project, LLC","Phoebe","Phoebe","Phoebe Energy Project","Phoebe Energy Project","normal",,,,"Phoebe","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2186","NCR13020","geocoded","published",,"Pike Solar LLC","PS","Pike Solar","Pike Solar","Pike Solar LLC","normal",,,,"Pike Solar","eia_861","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2187","NCR11569","geocoded","published",,"Pilot Hill Wind, LLC","PH","Pilot Hill","Pilot Hill Wind","Pilot Hill Wind","normal",,,,"Pilot Hill","common_market_name","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2188","NCR13545","geocoded","published",,"Pineview Solar, LLC","Pineview","Pineview","Pineview Solar","Pineview Solar","normal",,,,"Pineview Solar","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2189","NCR13537","geocoded","published",,"Pinnington Solar LLC","PNNNGT","Pinnington","Pinnington Solar","Pinnington Solar","normal",,,,"Pinnington","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2190","NCR11861","geocoded","published",,"Pioneer Transmission, LLC","Pioneer","Pioneer","Pioneer Transmission","Pioneer Transmission","normal",,,,"Pioneer TX","name_initialism","[]",,"RF","[""TO""]",,"2","[]","[]","[]"
"2191","NCR12317","geocoded","published",,"Pisgah Ridge Solar, LLC","Pisgah","Pisgah","Pisgah Ridge Solar","Pisgah Ridge Solar","normal",,,,"Pisgah Ridge","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2192","NCR13510","geocoded","published",,"Pitts Dudik Solar LLC","PD","Pitts Dudik","Pitts Dudik Solar","Pitts Dudik Solar","normal",,,,"Pitts Dudik","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2193","NCR13520","geocoded","published",,"Pleasant Valley Solar 2, LLC","PVS2","PVS2","Pleasant Valley Solar 2","Pleasant Valley Solar 2, LLC","normal",,,,"PVS2","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2194","NCR12571","geocoded","published",,"Pleasant Valley Solar, LLC","PVS1","PVS1","Pleasant Valley Solar","Pleasant Valley Solar, LLC","normal",,,,"PVS1","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2195","NCR10385","geocoded","published",,"Plum Point Energy Associates (PPEA), LLC - GO","PPEA","PPEA","Plum Point Energy Associates","Plum Point Energy Associates","normal",,,,"PPEA","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2196","NCR13261","geocoded","published",,"Poblano Energy Storage, LLC","PE","Poblano ES","Poblano Energy Storage","Poblano Energy Storage, LLC","normal",,,,"Poblano ES","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2197","NCR13424","geocoded","published",,"Point Wind 1","PW","Point Wind","Point Wind 1","Point Wind 1","normal",,,,"Point Wind","eia_861","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2198","NCR13383","geocoded","published",,"POME BESS LLC","PB","POME BESS","POME BESS","POME BESS LLC","normal",,,,"POME BESS","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2199","NCR13327","geocoded","published",,"Pomona Energy Storage","PE","Pomona ES","Pomona Energy Storage","Pomona Energy Storage","normal",,,,"Pomona ES","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2200","NCR12549","geocoded","published",,"Porter Solar, LLC","Porter","Porter","Porter Solar","Porter Solar","normal",,,,"Porter","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2201","NCR11720","geocoded","published",,"Potomac Energy Center, LLC","Potomac","Potomac","Potomac Energy Center","Potomac Energy Center","normal",,,,"Potomac EC","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2202","NCR13257","geocoded","published",,"Power County Wind Parks, LLC","PCWP","PCWP","Power County Wind Parks","Power County Wind Parks, LLC","normal",,,,"PCWP","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2203","NCR12518","geocoded","published",,"Prairie Mist Solar Project, LLC","PM","Prairie Mist","Prairie Mist Solar","Prairie Mist Solar Project","normal",,,,"Prairie Mist","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2204","NCR13180","geocoded","published",,"Prairie Rose Wind, LLC","PR","Prairie Rose","Prairie Rose Wind","Prairie Rose Wind","normal",,,,"Prairie Rose","common_market_name","[]","Enel Green Power","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2205","NCR13095","geocoded","published",,"Primoris Renewable Energy, Inc","Primoris","Primoris","Primoris Renewable Energy","Primoris Renewable Energy","normal",,,,"Primoris Renewable","official_website","[]","Primoris Services Corporation","MRO","[""GOP""]","merchant","2","[]","[]","[]"
"2206","NCR13062","geocoded","published",,"Prosperity Wind, LLC","PRSPRT","Prosperity","Prosperity Wind","Prosperity Wind","normal",,,,"Prosperity Wind","common_market_name","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
